close_loans_cnt,federal_district_nm,TraderKey,payment_type_0,payment_type_1,payment_type_2,payment_type_3,payment_type_4,payment_type_5,past_billings_cnt,score_1,age,gender,bad_flag,diff_loans,First loan year,Rep loan year,First loan month,Rep loan month
1.0,6,6,0,0,6,0,0,0,6.0,578.9646830139126,36.0,0,0,200,2016,2016,2,9
2.0,2,12,0,0,4,2,0,0,6.0,578.9646830139126,25.0,0,0,227,2016,2016,1,8
0.0,6,22,0,0,0,1,0,0,3.0,578.9646830139126,18.0,0,1,104,2015,2016,11,2
0.0,3,6,0,0,0,0,0,0,0.0,578.9646830139126,28.0,0,0,1,2015,2015,10,10
1.0,3,26,0,0,1,4,0,0,4.0,578.9646830139126,26.0,0,0,154,2015,2016,8,1
0.0,6,6,0,0,0,0,0,0,0.0,578.9646830139126,18.0,0,1,26,2015,2015,9,9
1.0,1,6,0,0,4,0,0,0,3.0,578.9646830139126,23.0,0,0,256,2016,2016,2,11
1.0,2,6,0,0,4,0,0,0,4.0,578.9646830139126,18.0,0,0,191,2015,2015,6,12
2.0,3,12,0,0,0,4,0,0,4.0,578.9646830139126,30.0,0,0,124,2016,2016,2,6
0.0,3,38,0,0,4,0,0,0,1.0,578.9646830139126,22.0,0,0,53,2016,2016,4,6
0.0,3,6,0,0,2,0,0,0,2.0,578.9646830139126,41.0,0,1,69,2016,2016,10,12
1.0,3,25,0,0,7,0,0,0,8.0,578.9646830139126,18.0,0,1,323,2015,2016,4,3
1.0,0,6,0,0,2,0,0,0,3.0,578.9646830139126,19.0,0,1,353,2015,2016,8,8
4.0,2,14,0,28,0,0,0,0,13.0,578.9646830139126,20.0,0,0,516,2015,2016,5,10
2.0,3,6,0,10,0,3,0,0,10.0,578.9646830139126,29.0,0,0,331,2015,2016,8,7
0.0,3,25,0,0,0,0,0,0,1.0,578.9646830139126,23.0,1,0,41,2016,2016,10,12
1.0,4,6,0,4,0,0,0,0,3.0,578.9646830139126,20.0,0,1,140,2015,2015,3,8
0.0,3,6,0,0,1,0,0,0,1.0,578.9646830139126,29.0,1,1,58,2016,2016,3,5
0.0,3,6,0,0,1,1,0,0,2.0,578.9646830139126,21.0,0,0,91,2016,2016,7,10
2.0,4,12,0,0,9,0,0,0,7.0,578.9646830139126,18.0,0,0,217,2015,2016,9,4
0.0,3,6,0,0,3,0,0,0,2.0,578.9646830139126,56.0,0,0,88,2016,2016,7,10
0.0,3,6,0,0,2,0,0,0,2.0,578.9646830139126,28.0,0,0,88,2015,2015,7,9
3.0,2,12,0,3,2,6,0,0,4.0,578.9646830139126,24.0,0,0,150,2016,2016,1,6
0.0,2,12,0,0,0,0,0,0,0.0,578.9646830139126,24.0,0,0,11,2016,2016,1,2
0.0,4,57,0,0,2,0,0,0,2.0,578.9646830139126,19.0,0,0,90,2016,2016,8,10
0.0,4,12,0,0,0,3,0,0,3.0,578.9646830139126,27.0,0,0,94,2015,2016,12,3
10.0,6,17,0,0,29,0,0,0,18.0,578.9646830139126,38.0,0,0,629,2015,2016,3,11
0.0,2,6,0,0,4,0,0,0,4.0,578.9646830139126,23.0,0,0,127,2016,2016,6,11
2.0,3,6,0,0,12,0,0,0,11.0,578.9646830139126,21.0,0,1,363,2015,2016,3,3
0.0,4,26,0,0,0,4,0,0,4.0,578.9646830139126,25.0,1,0,127,2016,2016,2,7
0.0,2,12,0,0,0,4,0,0,4.0,578.9646830139126,18.0,0,0,149,2015,2016,10,3
1.0,3,6,0,0,6,0,0,0,5.0,578.9646830139126,21.0,0,1,154,2015,2016,10,3
0.0,2,12,0,0,0,1,0,0,1.0,578.9646830139126,22.0,0,0,44,2016,2016,4,6
0.0,6,6,0,0,1,0,0,0,0.0,627.0548438959104,30.0,0,0,31,2016,2016,9,10
0.0,3,6,0,0,1,0,0,0,0.0,556.6914125125181,25.0,1,0,29,2016,2016,9,10
0.0,6,6,0,0,1,0,0,0,0.0,546.7521583238022,40.0,1,0,15,2016,2016,9,9
1.0,1,6,0,0,6,0,0,0,6.0,544.1793513696593,43.0,0,0,356,2015,2016,10,9
3.0,3,12,0,0,8,3,0,0,9.0,509.9070601942066,34.0,0,0,296,2015,2016,11,8
3.0,3,6,0,0,13,0,0,0,13.0,635.3341555217064,63.0,0,0,444,2015,2016,5,7
5.0,1,6,0,0,24,0,0,0,16.0,596.9139787876043,51.0,0,0,548,2015,2016,3,9
3.0,3,7,0,0,9,0,0,0,9.0,578.9646830139126,18.0,0,0,297,2016,2016,1,11
0.0,3,12,0,0,3,0,0,0,2.0,610.3941087217587,24.0,1,0,62,2015,2015,10,12
0.0,6,12,0,0,3,0,0,0,5.0,610.8876598963683,42.0,0,0,155,2016,2016,4,9
0.0,4,25,0,0,1,0,0,0,1.0,433.2103695404403,27.0,1,0,53,2016,2016,2,4
0.0,3,12,0,0,0,0,0,0,1.0,601.9791121973982,27.0,0,1,33,2015,2015,10,11
2.0,3,6,0,0,3,3,0,0,5.0,508.0609190528736,34.0,1,0,165,2016,2016,4,9
1.0,3,6,0,0,1,0,0,0,1.0,527.8627811970698,20.0,0,0,33,2015,2015,6,7
0.0,3,6,0,0,3,0,0,0,4.0,573.6829236435293,25.0,0,1,127,2015,2015,6,10
4.0,2,12,0,5,0,0,0,0,6.0,578.9646830139126,27.0,0,0,206,2016,2016,1,8
3.0,4,12,0,0,9,0,1,0,10.0,582.8195181211313,31.0,0,0,305,2015,2016,10,8
1.0,3,6,0,0,3,0,0,0,3.0,578.9646830139126,20.0,0,1,216,2015,2016,11,6
2.0,5,26,0,0,11,0,0,0,8.0,618.2204240524505,26.0,0,0,277,2015,2016,6,3
2.0,3,25,0,1,7,0,0,0,7.0,578.9646830139126,42.0,0,0,341,2015,2016,3,2
0.0,7,12,0,0,0,0,0,0,0.0,596.692871859364,59.0,0,0,1,2016,2016,4,4
0.0,6,22,0,0,1,0,0,0,1.0,601.9791121973982,31.0,0,1,54,2016,2016,3,5
1.0,3,25,0,0,2,1,0,0,4.0,578.9646830139126,18.0,0,0,258,2015,2016,11,7
1.0,4,17,0,3,0,0,0,0,3.0,643.8731864869187,49.0,0,0,108,2015,2015,6,10
0.0,3,6,0,0,1,0,0,0,0.0,615.275435199675,45.0,0,0,5,2015,2015,10,11
0.0,5,22,0,0,0,1,0,0,0.0,553.5498143252104,31.0,1,0,25,2015,2015,10,11
1.0,2,25,0,0,3,0,0,0,3.0,524.7821949753684,31.0,1,0,137,2015,2016,12,5
1.0,4,6,0,0,3,0,0,0,3.0,612.3230903950008,36.0,0,0,206,2015,2015,5,12
0.0,4,22,0,2,0,0,0,0,2.0,462.9368200989045,22.0,0,0,86,2015,2015,8,11
1.0,3,6,0,3,0,0,0,0,3.0,625.8432460028794,56.0,1,0,338,2015,2016,10,9
0.0,2,12,0,0,0,2,0,0,2.0,591.3596659972143,27.0,0,0,94,2016,2016,1,4
1.0,6,6,0,0,4,0,0,0,5.0,597.3232248434088,28.0,0,0,157,2016,2016,6,11
2.0,0,6,0,0,8,0,0,0,7.0,572.6966468517686,29.0,0,0,239,2016,2016,3,11
1.0,3,6,0,5,0,0,0,0,3.0,497.6625126615624,54.0,0,0,118,2015,2016,11,3
2.0,6,6,0,0,7,0,0,0,6.0,530.9303819582392,23.0,0,0,210,2015,2016,9,4
0.0,6,7,0,0,3,0,0,0,3.0,532.0544183831076,46.0,0,0,105,2016,2016,5,9
2.0,2,26,0,0,0,5,0,0,5.0,615.275435199675,27.0,0,0,170,2016,2016,3,8
0.0,2,6,0,0,6,0,0,0,5.0,578.9646830139126,37.0,0,0,183,2016,2016,2,8
2.0,3,6,0,0,3,0,0,0,5.0,616.7108656983075,40.0,0,0,402,2015,2016,9,10
1.0,6,6,0,0,2,0,0,0,2.0,657.1695094891958,49.0,0,0,74,2016,2016,8,11
1.0,3,6,0,0,4,0,0,0,3.0,615.0305284597732,22.0,0,1,133,2015,2015,5,9
3.0,5,6,0,0,2,6,0,0,8.0,493.3291655519642,30.0,1,0,365,2015,2016,12,12
1.0,6,6,0,0,3,0,0,0,3.0,601.6259140670437,44.0,1,0,176,2015,2016,11,5
4.0,3,22,0,0,10,0,0,0,7.0,571.8952956889558,42.0,0,0,222,2015,2016,9,4
0.0,6,26,0,0,1,0,0,0,0.0,578.9646830139126,28.0,0,0,29,2016,2016,3,4
1.0,4,22,0,0,5,0,0,0,5.0,527.9105551027607,32.0,0,0,193,2015,2016,11,5
0.0,6,6,0,0,0,0,0,0,0.0,611.1168235858707,24.0,0,0,24,2016,2016,4,5
0.0,2,26,0,0,3,0,0,0,3.0,578.9646830139126,28.0,0,0,108,2016,2016,1,4
4.0,3,6,0,0,14,0,0,0,13.0,519.8336545834845,27.0,1,0,428,2015,2016,6,8
0.0,7,12,0,0,3,0,0,0,3.0,552.8617591353388,26.0,1,0,95,2016,2016,1,4
0.0,2,14,0,2,0,0,3,0,3.0,612.2197381784796,38.0,0,0,117,2015,2016,11,3
1.0,3,6,0,1,5,0,0,0,5.0,590.1522822772133,38.0,0,0,202,2015,2016,8,3
0.0,2,6,0,0,3,0,0,0,3.0,619.6558545510832,35.0,0,0,96,2016,2016,7,10
1.0,3,17,0,0,6,0,0,0,6.0,612.2197381784796,37.0,0,0,192,2015,2015,2,8
1.0,3,7,0,0,5,0,0,0,4.0,495.3246363509498,20.0,1,0,179,2016,2016,4,9
2.0,3,6,0,0,0,5,0,0,6.0,570.7456576540362,47.0,0,0,468,2015,2016,8,11
0.0,6,6,0,0,1,0,0,0,1.0,601.9791121973982,27.0,0,0,57,2015,2015,10,12
2.0,0,6,0,0,6,0,0,0,6.0,626.1964441332337,57.0,0,0,343,2015,2016,5,4
2.0,6,26,0,0,0,7,0,0,6.0,677.4978576974895,52.0,0,0,342,2015,2016,3,2
2.0,4,6,0,0,6,0,0,0,7.0,575.082029956162,27.0,0,0,578,2015,2016,4,11
0.0,4,6,0,2,0,0,0,0,2.0,615.5769979330498,52.0,0,0,84,2015,2015,9,11
2.0,3,6,0,0,5,0,0,0,5.0,588.7386214052847,21.0,0,0,170,2015,2015,4,9
2.0,2,6,0,0,10,0,0,0,9.0,576.7774310886117,27.0,0,0,300,2015,2016,11,9
3.0,4,6,0,0,6,0,0,0,5.0,527.6666430798009,33.0,0,1,165,2015,2016,12,6
0.0,2,14,0,0,5,0,0,0,5.0,620.602402020797,57.0,0,0,158,2016,2016,5,10
6.0,4,12,0,0,0,12,0,0,9.0,587.4284003526782,36.0,0,0,303,2015,2016,11,9
0.0,2,6,0,0,2,0,0,0,2.0,601.9791121973982,46.0,0,0,64,2016,2016,7,10
1.0,6,7,0,0,3,0,0,0,3.0,553.3916599830255,27.0,0,0,168,2015,2016,11,5
0.0,3,38,0,0,1,0,0,0,1.0,634.1683529093362,39.0,0,0,43,2016,2016,9,10
0.0,1,12,0,0,1,3,0,0,4.0,572.6966468517686,35.0,0,0,148,2015,2016,12,5
1.0,6,6,0,0,5,0,0,0,6.0,440.0812184399418,37.0,0,0,188,2016,2016,3,9
0.0,3,6,0,0,4,0,0,0,4.0,649.8367453331134,63.0,0,0,132,2016,2016,3,7
2.0,3,6,0,0,9,0,0,0,12.0,587.4284003526782,26.0,0,0,462,2015,2016,3,6
2.0,3,26,0,0,5,0,0,0,5.0,625.6194133972778,28.0,0,0,176,2016,2016,5,10
2.0,3,38,0,0,5,0,0,0,5.0,555.3162838877529,50.0,0,0,228,2015,2016,11,6
0.0,3,6,0,0,2,0,0,0,1.0,524.6290969231775,47.0,0,0,44,2016,2016,4,5
1.0,3,26,0,7,0,2,0,0,6.0,578.9646830139126,21.0,0,0,186,2015,2015,6,12
0.0,2,48,0,0,2,0,0,0,2.0,578.9646830139126,64.0,0,0,80,2016,2016,4,7
1.0,7,26,0,1,5,0,0,0,6.0,542.1798898067877,40.0,1,0,290,2015,2016,9,7
1.0,4,6,0,0,3,0,0,0,3.0,578.9646830139126,27.0,0,1,101,2016,2016,8,12
0.0,3,6,0,0,0,0,0,0,0.0,558.5717290526418,39.0,0,0,5,2016,2016,10,11
4.0,3,17,0,0,11,0,0,0,6.0,540.5845303868433,54.0,0,0,188,2016,2016,1,7
1.0,4,7,0,0,6,0,0,0,6.0,578.9646830139126,22.0,0,0,284,2015,2016,11,8
0.0,4,6,0,0,2,0,0,0,1.0,571.5690181275388,57.0,0,0,56,2016,2016,5,7
1.0,4,25,0,0,5,0,0,0,5.0,578.9646830139126,25.0,0,0,156,2015,2016,12,5
1.0,4,6,0,0,5,0,0,0,5.0,578.9646830139126,19.0,0,0,172,2015,2016,11,5
0.0,4,12,0,0,0,4,0,0,4.0,607.3192995812433,43.0,0,0,148,2016,2016,1,5
3.0,3,17,0,0,8,0,0,0,8.0,601.9791121973982,24.0,0,0,387,2015,2016,9,9
4.0,3,26,0,0,18,0,0,0,16.0,580.1995904400724,22.0,0,1,505,2015,2016,3,8
1.0,6,6,0,0,5,0,0,0,5.0,578.9646830139126,23.0,0,0,219,2015,2015,5,12
1.0,2,12,0,0,3,0,0,0,3.0,611.1168235858707,42.0,0,0,109,2015,2016,12,4
2.0,3,6,0,0,6,0,0,0,6.0,636.1174903214848,26.0,0,0,184,2015,2015,3,9
2.0,3,6,0,0,11,0,0,0,11.0,547.2719431186141,52.0,0,0,341,2015,2016,11,10
1.0,1,12,0,0,5,0,0,0,5.0,612.3230903950008,40.0,0,0,270,2015,2016,8,5
0.0,2,12,0,0,0,1,0,0,2.0,591.5826730276252,39.0,0,0,83,2016,2016,5,8
0.0,3,6,0,0,4,0,0,0,4.0,609.6947430907812,56.0,0,0,130,2015,2015,3,8
1.0,4,6,0,0,6,0,0,0,6.0,411.3031834386063,34.0,1,1,187,2015,2016,12,7
0.0,3,6,0,0,3,0,0,0,2.0,532.9777743091015,47.0,0,1,56,2016,2016,1,3
0.0,3,6,0,0,1,0,0,0,1.0,550.8676342771994,26.0,1,0,36,2016,2016,10,11
0.0,2,12,0,0,1,0,0,0,0.0,578.9646830139126,26.0,0,0,23,2016,2016,4,5
1.0,3,6,0,0,5,0,0,0,5.0,472.4897142945365,37.0,0,0,196,2015,2016,10,4
0.0,3,6,0,0,1,0,0,0,1.0,544.5927678396189,56.0,1,0,36,2016,2016,11,12
3.0,3,6,0,0,10,0,0,0,6.0,564.6411678315742,25.0,1,0,243,2015,2016,7,3
0.0,1,12,0,0,3,0,0,0,3.0,517.4617293370809,40.0,1,0,103,2016,2016,3,7
0.0,6,16,0,0,1,1,0,0,2.0,553.0408484316549,20.0,0,0,74,2015,2015,7,9
0.0,5,6,0,0,3,0,0,0,3.0,578.9646830139126,22.0,0,0,104,2016,2016,6,9
3.0,6,16,0,0,14,0,0,0,13.0,560.5783821737658,23.0,0,0,405,2015,2016,9,10
0.0,3,26,0,0,1,0,0,0,0.0,614.7063434211178,31.0,0,0,15,2015,2015,8,9
6.0,3,14,0,0,12,0,0,0,12.0,596.9139787876043,49.0,0,0,377,2015,2016,4,4
1.0,6,6,0,0,3,0,0,0,3.0,488.8981114779898,52.0,1,0,95,2016,2016,8,11
0.0,6,26,0,0,1,0,0,0,0.0,467.6484313462344,38.0,0,0,29,2016,2016,1,2
0.0,0,6,0,0,0,0,0,0,0.0,625.6194133972778,36.0,0,0,15,2016,2016,9,10
0.0,2,12,0,0,0,0,0,0,0.0,601.6259140670437,24.0,1,0,7,2016,2016,7,7
0.0,3,6,0,0,1,0,0,0,1.0,578.9646830139126,19.0,0,0,56,2015,2015,5,6
0.0,3,22,0,3,0,0,0,0,2.0,496.85652382967066,28.0,0,0,73,2015,2015,9,11
6.0,3,6,0,0,12,0,0,0,12.0,578.9646830139126,41.0,0,0,377,2015,2016,8,8
1.0,6,6,0,7,0,0,0,0,6.0,634.3876080519926,26.0,0,0,282,2015,2016,5,2
0.0,5,12,0,0,5,0,0,0,5.0,591.8118367171278,32.0,0,0,156,2015,2016,11,5
0.0,1,14,0,0,3,0,0,0,3.0,542.7656904977308,21.0,0,0,99,2015,2015,9,12
1.0,7,26,0,0,8,0,0,0,7.0,578.9646830139126,43.0,0,0,233,2015,2016,9,5
0.0,5,26,0,0,0,2,0,0,2.0,577.6123026622639,30.0,0,0,69,2016,2016,3,6
2.0,3,6,0,0,9,0,0,0,9.0,619.6558545510832,36.0,0,0,389,2015,2016,9,10
2.0,6,17,0,0,10,0,0,0,10.0,557.6140817994885,22.0,0,0,504,2015,2016,5,10
2.0,4,12,0,0,4,0,0,0,6.0,649.6343460109832,24.0,0,0,210,2016,2016,3,10
0.0,2,22,0,0,2,0,0,0,2.0,578.9646830139126,51.0,0,0,83,2015,2016,11,1
3.0,3,7,0,0,6,3,0,0,9.0,611.1168235858707,29.0,0,0,421,2015,2016,3,5
1.0,3,6,0,0,3,0,0,0,5.0,498.2919543283032,24.0,0,0,171,2016,2016,6,11
1.0,6,25,0,0,2,1,0,0,3.0,540.3439832073377,21.0,0,0,123,2016,2016,4,8
1.0,3,38,0,0,4,0,0,0,4.0,612.789217945056,30.0,0,0,231,2016,2016,4,12
2.0,2,6,0,0,5,1,0,0,7.0,579.4697121392986,35.0,0,0,216,2016,2016,4,11
0.0,2,12,0,0,0,2,0,0,2.0,597.4058788295646,34.0,0,0,91,2015,2016,12,3
1.0,3,6,0,0,6,0,0,0,6.0,634.1683529093362,34.0,0,0,217,2016,2016,5,12
1.0,3,38,0,0,3,0,0,0,3.0,612.2197381784796,43.0,0,0,100,2016,2016,4,7
0.0,4,6,0,0,1,0,0,0,1.0,572.6966468517686,32.0,0,0,36,2016,2016,10,11
0.0,3,6,0,0,0,4,0,0,4.0,580.6789551452705,34.0,0,0,122,2016,2016,4,8
2.0,4,6,0,0,5,0,0,0,5.0,632.9521775533601,29.0,0,0,168,2016,2016,5,10
1.0,3,6,0,5,1,0,0,0,6.0,578.9646830139126,25.0,1,0,187,2016,2016,3,9
1.0,4,6,0,6,0,0,0,0,6.0,541.7794137059703,22.0,0,0,395,2015,2016,3,4
2.0,2,6,0,0,4,0,0,0,5.0,576.8552584655729,37.0,0,0,403,2015,2016,9,10
1.0,2,12,0,0,0,2,0,0,4.0,578.9646830139126,34.0,0,0,130,2016,2016,6,10
1.0,4,6,0,0,6,0,0,0,6.0,596.3850700849613,27.0,0,0,428,2015,2016,4,6
0.0,3,6,0,0,4,0,0,0,3.0,576.5501823685315,24.0,1,0,121,2016,2016,3,7
1.0,3,6,0,0,3,0,0,0,3.0,611.1168235858707,31.0,0,0,235,2016,2016,3,11
0.0,3,6,0,0,1,0,0,0,1.0,658.6049399878282,54.0,0,0,55,2016,2016,5,6
2.0,3,6,0,0,12,0,0,0,8.0,612.8519990976439,60.0,0,0,304,2015,2016,5,3
0.0,2,12,0,0,3,0,0,0,1.0,578.9646830139126,37.0,0,0,51,2016,2016,4,5
1.0,2,6,0,0,6,0,0,0,6.0,578.9646830139126,39.0,0,0,212,2016,2016,3,10
1.0,2,22,0,3,0,0,0,0,3.0,618.2204240524505,45.0,0,0,123,2015,2016,9,1
1.0,3,25,0,0,5,1,0,0,6.0,530.2827014292254,54.0,0,0,188,2015,2016,11,6
0.0,2,12,0,0,0,2,0,0,2.0,585.9929698540457,32.0,0,0,90,2016,2016,2,5
3.0,3,6,0,0,5,3,0,0,7.0,632.9521775533601,38.0,0,0,372,2015,2016,10,10
1.0,3,12,0,0,14,0,0,0,8.0,616.0874942359577,41.0,0,0,254,2015,2016,12,8
2.0,3,6,0,0,7,0,0,0,7.0,632.9521775533601,26.0,0,0,280,2016,2016,1,10
4.0,6,6,0,0,14,0,0,0,14.0,612.3230903950008,42.0,0,0,471,2015,2016,7,11
1.0,1,22,0,2,1,0,0,0,3.0,578.9646830139126,37.0,1,0,125,2015,2015,3,8
4.0,0,6,0,0,18,0,0,0,16.0,588.5313149452869,24.0,0,0,493,2015,2016,2,7
1.0,4,12,0,0,7,2,0,0,6.0,531.0989519519172,39.0,0,0,192,2015,2016,12,7
0.0,3,6,0,0,3,0,0,0,3.0,578.9646830139126,31.0,0,1,99,2016,2016,4,8
0.0,3,6,0,0,1,0,0,0,1.0,609.6813930872381,33.0,0,0,46,2016,2016,2,3
0.0,2,26,0,0,2,0,0,0,2.0,578.9646830139126,24.0,0,0,81,2015,2015,9,11
1.0,6,6,0,0,4,0,0,0,3.0,590.3991546846121,37.0,0,0,117,2015,2016,10,2
1.0,3,6,0,0,3,1,0,0,3.0,578.9646830139126,27.0,0,0,338,2015,2016,11,10
1.0,1,12,0,0,3,0,0,0,3.0,578.9646830139126,26.0,0,0,166,2016,2016,4,9
2.0,3,6,0,0,4,0,0,0,5.0,578.9646830139126,23.0,0,0,170,2015,2016,10,3
3.0,0,6,0,0,17,0,0,0,12.0,578.9646830139126,35.0,0,0,395,2015,2016,11,12
0.0,2,14,0,2,0,0,0,0,1.0,578.9646830139126,39.0,0,0,45,2015,2015,6,7
2.0,3,26,0,0,11,0,0,0,9.0,604.5935658711237,24.0,0,0,322,2015,2016,2,1
0.0,2,6,2,1,2,0,0,0,5.0,526.3144162808159,30.0,0,0,170,2016,2016,2,8
0.0,7,6,0,0,3,0,0,0,2.0,600.7675143043672,57.0,1,0,75,2016,2016,9,11
0.0,3,26,0,0,5,0,0,0,4.0,595.7591460276641,32.0,0,0,152,2015,2015,8,12
0.0,5,6,0,0,5,0,0,0,5.0,592.8167097698359,29.0,0,0,158,2015,2016,12,5
1.0,3,6,0,0,5,0,0,0,5.0,487.8417773020695,42.0,0,1,175,2015,2015,3,8
2.0,6,12,0,4,1,2,0,0,8.0,578.9646830139126,23.0,0,0,473,2015,2016,4,7
3.0,3,6,0,0,13,0,0,0,12.0,619.6558545510832,25.0,0,0,393,2015,2016,7,8
1.0,2,6,0,0,10,3,0,0,10.0,578.9646830139126,21.0,0,0,305,2015,2015,2,12
0.0,7,12,0,2,0,0,0,0,2.0,600.5436816987657,25.0,0,0,65,2016,2016,8,10
1.0,3,17,0,7,0,0,0,0,4.0,578.9646830139126,31.0,0,0,150,2015,2016,10,3
2.0,3,6,0,0,9,4,0,0,13.0,537.2061803381366,20.0,0,0,429,2015,2016,4,6
1.0,1,44,0,0,3,0,0,0,3.0,595.6623552208491,29.0,1,0,380,2015,2016,6,6
